73->,0,0.5,0,0.125,0,0.5,0,0.25,0,0.5,0,0.125,0,0.5,0,0.25,0,0,0,0,-0.5,-0.125,-0.5,-0.125,0,0,0,0,0,0.25,-0.5,-0.25,0.785123967,0.181818182,0,0,0,0,0.033057851,0,0,0,0,0.863636364
147->,1,0.25,0.5,1,1,0.5,1,1,1,0.5,1,1,1,0.25,1,1,0,-0.25,-0.5,0,0.75,-0.5,0.5,0,0,0.25,0,0,0,-0.5,0.75,0,0.033057851,0.107438017,0.090909091,0.20661157,0,0,0.173553719,0.173553719,0.214876033,0,0,0.590909091
176->,0.5,0.25,0.25,1,0.25,0.5,0.5,1,1,1,0.25,1,0.25,0.5,0.5,1,-0.5,-0.75,0,0,0.25,-0.75,0,-0.75,0,0,0,0,-0.25,-0.5,-0.25,-0.5,0.165289256,0.181818182,0.082644628,0.132231405,0,0,0.132231405,0.074380165,0.231404959,0,0,0.590909091
235->,1,0.5,0.5,0.5,1,0.5,0.5,1,1,0.5,0.5,0.5,1,0.25,0.5,1,0,0,0,0,0.5,0,0.5,0,0,0.25,0,0,0.5,-0.5,0.75,-0.5,0.173553719,0.148760331,0.140495868,0.123966942,0.016528926,0,0.099173554,0.140495868,0.157024793,0,0,0.590909091
236->,0.5,0.5,0.25,0.5,0.5,1,0.125,0.5,0.5,0.5,0.25,0.5,0.5,1,0.25,1,0,0,0,0,0,-0.25,0,-0.25,0,0,-0.125,-0.5,0.375,0.5,-0.5,-0.75,0.008264463,0.082644628,0.115702479,0.388429752,0.008264463,0,0.05785124,0.082644628,0.256198347,0,0,0.590909091
267->,0.5,0.125,0.5,0.5,0.5,0.25,1,0.5,0.5,0.125,0.5,0.25,0.25,0.25,1,0.125,0,0,0,0.25,0.375,0,0.375,0.25,0.25,0,0,0.375,-0.5,-0.25,0,0.875,0.504132231,0.140495868,0.024793388,0.05785124,0,0,0.082644628,0.05785124,0.099173554,0.033057851,0,0.590909091
268->,0.5,0.5,0.5,1,1,0.5,0.5,1,0.5,0.25,0.5,1,1,0.125,1,1,0,0.25,0,0,0,-0.5,0.25,-0.5,0,0.375,-0.5,0,0.5,-0.5,0.875,0,0.438016529,0.049586777,0.049586777,0.148760331,0.016528926,0,0.082644628,0.05785124,0.107438017,0.049586777,0,0.590909091
301->,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090909091,0.115702479,0.082644628,0.272727273,0.066115702,0,0.082644628,0.024793388,0.239669421,0.024793388,0,0.590909091
333->,1,0.125,1,0.125,1,0,1,0.125,1,0.125,1,0.125,1,0,1,0,0,0,0,0,0.875,0.875,0.875,0.875,0,0,0,0.125,0,-0.125,1,1,0.289256198,0.438016529,0.033057851,0,0,0,0.140495868,0.033057851,0.033057851,0.033057851,0,0.590909091
354->,0.25,0.5,1,0.125,0.25,0.25,1,0.25,0.25,0.25,1,0.25,0.25,0.25,1,0.5,0,0.25,0,-0.125,-0.25,0.875,0,0.75,0,0,0,-0.25,-0.75,0,0,0.5,0.20661157,0.123966942,0.090909091,0.347107438,0.033057851,0.008264463,0.066115702,0.024793388,0.099173554,0,0,0.681818182
355->,1,0.125,1,0.5,1,0.25,1,1,1,0.25,1,0.5,1,0.5,1,0.5,0,-0.125,0,0,0.875,0.5,0.75,0.5,0,-0.25,0,0.5,0,-0.75,0.5,0.5,0.008264463,0.123966942,0.148760331,0.314049587,0.090909091,0,0.041322314,0.033057851,0.223140496,0.016528926,0,0.681818182
385->,0.125,0.125,0.5,0.5,0.25,0.25,0.25,0.5,0.125,0.25,0.25,0.5,0.25,0.25,0.25,1,0,-0.125,0.25,0,0,0,-0.125,-0.25,0,0,0,-0.5,0,-0.25,0,-0.75,0.32231405,0.123966942,0.041322314,0.008264463,0,0,0.314049587,0.049586777,0.132231405,0.008264463,0,0.681818182
386->,0.5,0.5,0.125,0.5,0.25,0.5,0.25,0.5,0.25,0.5,0.25,1,0.25,1,0.5,0.5,0.25,0,-0.125,-0.5,0,-0.375,-0.25,-0.75,0,-0.5,-0.25,0,0,0,-0.75,0,0.016528926,0.024793388,0.05785124,0.247933884,0.033057851,0,0.041322314,0.074380165,0.479338843,0.024793388,0,0.681818182
387->,0.125,0.5,0.5,1,0.25,0.5,1,1,0.25,1,0.5,1,0.5,0.5,0.5,1,-0.125,-0.5,0,0,-0.375,-0.5,-0.75,-0.5,-0.25,0,0.5,0,-0.75,-0.5,0,-0.5,0.041322314,0.066115702,0.123966942,0.190082645,0,0,0.115702479,0.148760331,0.305785124,0.008264463,0,0.590909091
418->,0.5,0.25,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.25,1,0.5,1,0.25,0.5,0.5,0,0,-0.5,0,0.25,0,0.25,0.5,-0.5,0.25,0,0,0,0,0.75,0,0.033057851,0.082644628,0.148760331,0.247933884,0.008264463,0,0.05785124,0.107438017,0.305785124,0.008264463,0,0.590909091
422->,0.5,0.25,0.25,1,0.5,0.25,0.25,0.5,0.5,0.5,0.25,1,0.5,0.5,0.25,0.5,0,-0.25,0,0,0.25,-0.75,0,-0.75,0,-0.25,0,0,0.25,-0.25,0,-0.25,0,0.008264463,0.338842975,0.578512397,0,0,0.008264463,0.024793388,0.041322314,0,0,0.318181818
423->,0.25,1,0.25,0.5,0.25,0.5,0.5,0.25,0.25,1,0.5,0.5,0.25,0.5,0.5,0.25,0,0,-0.25,0,-0.75,-0.25,-0.75,0,0,0,0,0,-0.25,0.25,-0.25,0.25,0.024793388,0.074380165,0.20661157,0.363636364,0.016528926,0,0.041322314,0.074380165,0.157024793,0.041322314,0,0.681818182
424->,0.25,0.5,0.125,0.125,0.5,0.25,0.125,0.125,0.5,0.5,0.125,0.25,0.5,0.25,0.125,0.25,-0.25,0,0,-0.125,-0.25,0,0,-0.125,0,0,0,-0.125,0.375,0.125,0.25,-0.125,0.066115702,0.123966942,0.090909091,0.487603306,0.066115702,0,0.074380165,0.049586777,0.041322314,0,0,0.681818182
452->,0.5,1,0.5,0.5,1,1,0.5,1,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0,0.5,0,-0.5,-0.5,0,0,-0.5,0.5,0.5,0,0.5,0.5,0,0,0,0.20661157,0.049586777,0.148760331,0.181818182,0,0,0.099173554,0.074380165,0.231404959,0.008264463,0,0.681818182
454->,0.25,0.125,1,0.5,0.25,0.25,0.5,0.25,0.5,0.25,1,0.5,0.5,0.25,0.5,0.5,-0.25,-0.125,0,0,0.125,0.5,0.25,0.5,-0.25,0,0,-0.25,-0.25,0,0.25,0,0.066115702,0.123966942,0.090909091,0.347107438,0.008264463,0,0.074380165,0.066115702,0.223140496,0,0,0.772727273
455->,1,0.5,0.5,1,0.5,0.25,0.25,0.5,1,0.5,0.5,0.5,0.5,0.5,0.25,0.25,0,0,0,0.5,0.5,-0.5,0.5,0,0,-0.25,0,0.25,0.25,-0.25,0,0,0.024793388,0.074380165,0.099173554,0.289256198,0.016528926,0.008264463,0.074380165,0.066115702,0.32231405,0.016528926,0.008264463,0.045454545
456->,0.5,1,0.125,1,0.25,0.5,0.125,0.25,0.5,0.5,0.25,1,0.25,0.25,0.25,0.5,0,0.5,-0.125,0,-0.5,-0.875,0,-0.75,0,0.25,-0.125,-0.25,0.125,0.25,0,-0.25,0.024793388,0.123966942,0.157024793,0.32231405,0.033057851,0,0.033057851,0.107438017,0.198347107,0,0,0.681818182
484->,1,0.5,0.5,0.25,1,0.25,1,0.125,0.5,0.5,1,0.125,0.5,0.5,0.5,0.125,0.5,0,-0.5,0.125,0.5,0.25,0,0.875,0.5,-0.25,0.5,0,0,0.125,0,0.375,0.033057851,0.074380165,0.181818182,0.123966942,0,0,0.05785124,0.140495868,0.380165289,0.008264463,0,0.772727273
485->,0.5,0.25,0.125,0.125,1,0.125,0.25,0.125,1,0.125,0.25,0.125,0.5,0.125,0.25,0.125,-0.5,0.125,-0.125,0,0.25,0,0.875,0.125,0.5,0,0,0,0.75,0,0.375,0.125,0.066115702,0.074380165,0.016528926,0.347107438,0,0,0.107438017,0.123966942,0.26446281,0,0,0.045454545
486->,0.125,0.125,0.5,0.5,0.25,0.125,0.25,0.25,0.25,0.125,0.5,0.5,0.25,0.125,0.5,0.5,-0.125,0,0,0,0,0,0.125,0,0,0,-0.25,-0.25,0,-0.125,0.125,0,0.049586777,0.140495868,0.280991736,0.355371901,0.024793388,0,0.049586777,0.074380165,0.024793388,0,0,0.681818182
487->,0.5,0.5,1,0.5,0.25,0.25,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0,0,0.5,0,0,0.5,0,0,-0.25,-0.25,0.25,0,-0.25,-0.25,0,-0.25,0.074380165,0.115702479,0.198347107,0.20661157,0,0,0.099173554,0.148760331,0.157024793,0,0,0.681818182
